frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
2196,6.152707,77,11.55,1365.818604,1244.205138,-2.4511
2196,6.152707,76,11.4,1362.057129,1195.509853,-2.2946
2197,6.155272,10,1.5,11578.654297,9925.619247,-0.1043
2197,6.155272,76,11.4,1468.935303,1411.344537,-2.3989
2197,6.155272,77,11.55,1365.818604,1244.205138,-2.4511
2197,6.155272,76,11.4,1362.057129,1195.509853,-2.2946
2198,6.157836,10,1.5,11578.654297,9925.619247,-0.1043
2198,6.157836,76,11.4,1468.935303,1411.344537,-2.3989
2198,6.157836,77,11.55,1365.818604,1244.205138,-2.4511
2198,6.157836,76,11.4,1362.057129,1195.509853,-2.2946
2199,6.1604,10,1.5,11578.654297,9925.619247,-0.1043
2199,6.1604,76,11.4,1468.935303,1411.344537,-2.3989
2199,6.1604,77,11.55,1365.818604,1244.205138,-2.4511
2199,6.1604,76,11.4,1362.057129,1195.509853,-2.2946
2200,6.162964,10,1.5,11578.654297,9925.619247,-0.1043
2200,6.162964,76,11.4,1468.935303,1411.344537,-2.3989
2200,6.162964,77,11.55,1365.818604,1244.205138,-2.4511
2200,6.162964,76,11.4,1362.057129,1195.509853,-2.2946
2201,6.165578,10,1.5,11578.654297,9925.619247,-0.1043
2201,6.165578,76,11.4,1468.935303,1411.344537,-2.3989
2201,6.165578,77,11.55,1365.818604,1244.205138,-2.4511
2201,6.165578,76,11.4,1362.057129,1195.509853,-2.2946
2202,6.168192,10,1.5,11578.654297,9925.619247,-0.1043
2202,6.168192,76,11.4,1468.935303,1411.344537,-2.3989
2202,6.168192,77,11.55,1365.818604,1244.205138,-2.4511
2202,6.168192,76,11.4,1362.057129,1195.509853,-2.2946
2203,6.170805,10,1.5,11578.654297,9925.619247,-0.1043
2203,6.170805,76,11.4,1468.935303,1411.344537,-2.3989
2203,6.170805,77,11.55,1365.818604,1244.205138,-2.4511
2203,6.170805,76,11.4,1362.057129,1195.509853,-2.2946
2204,6.173419,10,1.5,11578.654297,9925.619247,-0.1043
2204,6.173419,76,11.4,1468.935303,1411.344537,-2.3989
2204,6.173419,77,11.55,1365.818604,1244.205138,-2.4511
2204,6.173419,76,11.4,1362.057129,1195.509853,-2.2946
2205,6.17425,10,1.5,11578.654297,9925.619247,-0.1043
2205,6.17425,76,11.4,1468.935303,1411.344537,-2.3989
2205,6.17425,77,11.55,1365.818604,1244.205138,-2.4511
2205,6.17425,76,11.4,1362.057129,1195.509853,-2.2946
2206,6.175081,10,1.5,11578.654297,9925.619247,-0.1043
2206,6.175081,76,11.4,1468.935303,1411.344537,-2.3989
2206,6.175081,77,11.55,1365.818604,1244.205138,-2.4511
2206,6.175081,76,11.4,1362.057129,1195.509853,-2.2946
2207,6.175912,10,1.5,11578.654297,9925.619247,-0.1043
2207,6.175912,76,11.4,1468.935303,1411.344537,-2.3989
2207,6.175912,77,11.55,1365.818604,1244.205138,-2.4511
2207,6.175912,76,11.4,1362.057129,1195.509853,-2.2946
2208,6.176744,10,1.5,11578.654297,9925.619247,-0.1043
2208,6.176744,76,11.4,1468.935303,1411.344537,-2.3989
2208,6.176744,77,11.55,1365.818604,1244.205138,-2.4511
2208,6.176744,76,11.4,1362.057129,1195.509853,-2.2946
2209,6.178222,10,1.5,11578.654297,9925.619247,-0.1043
2209,6.178222,76,11.4,1468.935303,1411.344537,-2.3989
2209,6.178222,77,11.55,1365.818604,1244.205138,-2.4511
2209,6.178222,76,11.4,1362.057129,1195.509853,-2.2946
2210,6.179701,10,1.5,11578.654297,9925.619247,-0.1043
2210,6.179701,76,11.4,1468.935303,1411.344537,-2.3989
2210,6.179701,77,11.55,1365.818604,1244.205138,-2.4511
2210,6.179701,76,11.4,1362.057129,1195.509853,-2.2946
2211,6.181179,10,1.5,11578.654297,9925.619247,-0.1043
2211,6.181179,76,11.4,1468.935303,1411.344537,-2.3989
2211,6.181179,77,11.55,1365.818604,1244.205138,-2.4511
2211,6.181179,76,11.4,1362.057129,1195.509853,-2.2946
2212,6.182658,10,1.5,11578.654297,9925.619247,-0.1043
2212,6.182658,76,11.4,1468.935303,1411.344537,-2.3989
2212,6.182658,77,11.55,1365.818604,1244.205138,-2.4511
2212,6.182658,76,11.4,1362.057129,1195.509853,-2.2946
2213,6.185208,10,1.5,11578.654297,9925.619247,-0.1043
2213,6.185208,76,11.4,1468.935303,1411.344537,-2.3989
2213,6.185208,77,11.55,1365.818604,1244.205138,-2.4511
2213,6.185208,76,11.4,1362.057129,1195.509853,-2.2946
2214,6.187759,10,1.5,11578.654297,9925.619247,-0.1043
2214,6.187759,76,11.4,1468.935303,1411.344537,-2.3989
2214,6.187759,77,11.55,1365.818604,1244.205138,-2.4511
2214,6.187759,76,11.4,1362.057129,1195.509853,-2.2946
2215,6.19031,10,1.5,11578.654297,9925.619247,-0.1043
2215,6.19031,76,11.4,1468.935303,1411.344537,-2.3989
2215,6.19031,77,11.55,1365.818604,1244.205138,-2.4511
2215,6.19031,76,11.4,1362.057129,1195.509853,-2.2946
2216,6.19286,10,1.5,11578.654297,9925.619247,-0.1043
2216,6.19286,76,11.4,1468.935303,1411.344537,-2.3989
2216,6.19286,77,11.55,1365.818604,1244.205138,-2.4511
2216,6.19286,76,11.4,1362.057129,1195.509853,-2.2946
2217,6.19543,10,1.5,11578.654297,9925.619247,-0.1043
2217,6.19543,76,11.4,1468.935303,1411.344537,-2.3989
2217,6.19543,77,11.55,1365.818604,1244.205138,-2.4511
2217,6.19543,76,11.4,1362.057129,1195.509853,-2.2946
2218,6.197999,10,1.5,11578.654297,9925.619247,-0.1043
2218,6.197999,76,11.4,1468.935303,1411.344537,-2.3989
2218,6.197999,77,11.55,1365.818604,1244.205138,-2.4511
2218,6.197999,76,11.4,1362.057129,1195.509853,-2.2946
2219,6.200569,10,1.5,11578.654297,9925.619247,-0.1043
2219,6.200569,76,11.4,1468.935303,1411.344537,-2.3989
2219,6.200569,77,11.55,1365.818604,1244.205138,-2.4511
2219,6.200569,76,11.4,1362.057129,1195.509853,-2.2946
2220,6.203139,10,1.5,11578.654297,9925.619247,-0.1043
2220,6.203139,76,11.4,1468.935303,1411.344537,-2.3989
2220,6.203139,77,11.55,1365.818604,1244.205138,-2.4511
2220,6.203139,76,11.4,1362.057129,1195.509853,-2.2946
2221,6.205654,10,1.5,11578.654297,9925.619247,-0.1043
2221,6.205654,76,11.4,1468.935303,1411.344537,-2.3989
2221,6.205654,77,11.55,1365.818604,1244.205138,-2.4511
2221,6.205654,76,11.4,1362.057129,1195.509853,-2.2946
2222,6.208169,10,1.5,11578.654297,9925.619247,-0.1043
2222,6.208169,76,11.4,1468.935303,1411.344537,-2.3989
2222,6.208169,77,11.55,1365.818604,1244.205138,-2.4511
2222,6.208169,76,11.4,1362.057129,1195.509853,-2.2946
2223,6.210683,10,1.5,11578.654297,9925.619247,-0.1043
2223,6.210683,76,11.4,1468.935303,1411.344537,-2.3989
2223,6.210683,77,11.55,1365.818604,1244.205138,-2.4511
2223,6.210683,76,11.4,1362.057129,1195.509853,-2.2946
2224,6.213198,10,1.5,11578.654297,9925.619247,-0.1043
2224,6.213198,76,11.4,1468.935303,1411.344537,-2.3989
2224,6.213198,77,11.55,1365.818604,1244.205138,-2.4511
2224,6.213198,76,11.4,1362.057129,1195.509853,-2.2946
2225,6.214275,10,1.5,11578.654297,9925.619247,-0.1043
2225,6.214275,76,11.4,1468.935303,1411.344537,-2.3989
2225,6.214275,77,11.55,1365.818604,1244.205138,-2.4511
2225,6.214275,76,11.4,1362.057129,1195.509853,-2.2946
2226,6.215352,10,1.5,11578.654297,9925.619247,-0.1043
2226,6.215352,76,11.4,1468.935303,1411.344537,-2.3989
2226,6.215352,77,11.55,1365.818604,1244.205138,-2.4511
2226,6.215352,76,11.4,1362.057129,1195.509853,-2.2946
2227,6.216429,10,1.5,11578.654297,9925.619247,-0.1043
2227,6.216429,76,11.4,1468.935303,1411.344537,-2.3989
2227,6.216429,77,11.55,1365.818604,1244.205138,-2.4511
2227,6.216429,76,11.4,1362.057129,1195.509853,-2.2946
2228,6.217506,10,1.5,11578.654297,9925.619247,-0.1043
2228,6.217506,76,11.4,1468.935303,1411.344537,-2.3989
2228,6.217506,77,11.55,1365.818604,1244.205138,-2.4511
2228,6.217506,76,11.4,1362.057129,1195.509853,-2.2946
2229,6.218872,10,1.5,11578.654297,9925.619247,-0.1043
2229,6.218872,76,11.4,1468.935303,1411.344537,-2.3989
2229,6.218872,77,11.55,1365.818604,1244.205138,-2.4511
2229,6.218872,76,11.4,1362.057129,1195.509853,-2.2946
2230,6.220237,10,1.5,11578.654297,9925.619247,-0.1043
2230,6.220237,76,11.4,1468.935303,1411.344537,-2.3989
2230,6.220237,77,11.55,1365.818604,1244.205138,-2.4511
2230,6.220237,76,11.4,1362.057129,1195.509853,-2.2946
2231,6.221602,10,1.5,11578.654297,9925.619247,-0.1043
2231,6.221602,76,11.4,1468.935303,1411.344537,-2.3989
2231,6.221602,77,11.55,1365.818604,1244.205138,-2.4511
2231,6.221602,76,11.4,1362.057129,1195.509853,-2.2946
2232,6.222968,10,1.5,11578.654297,9925.619247,-0.1043
2232,6.222968,76,11.4,1468.935303,1411.344537,-2.3989
2232,6.222968,77,11.55,1365.818604,1244.205138,-2.4511
2232,6.222968,76,11.4,1362.057129,1195.509853,-2.2946
2233,6.224411,10,1.5,11578.654297,9925.619247,-0.1043
2233,6.224411,76,11.4,1468.935303,1411.344537,-2.3989
2233,6.224411,77,11.55,1365.818604,1244.205138,-2.4511
2233,6.224411,76,11.4,1362.057129,1195.509853,-2.2946
2234,6.225856,10,1.5,11578.654297,9925.619247,-0.1043
2234,6.225856,76,11.4,1468.935303,1411.344537,-2.3989
2234,6.225856,77,11.55,1365.818604,1244.205138,-2.4511
2234,6.225856,76,11.4,1362.057129,1195.509853,-2.2946
2235,6.2273,10,1.5,11578.654297,9925.619247,-0.1043
2235,6.2273,76,11.4,1468.935303,1411.344537,-2.3989
2235,6.2273,77,11.55,1365.818604,1244.205138,-2.4511
2235,6.2273,76,11.4,1362.057129,1195.509853,-2.2946
2236,6.228744,10,1.5,11578.654297,9925.619247,-0.1043
2236,6.228744,76,11.4,1468.935303,1411.344537,-2.3989
2236,6.228744,77,11.55,1365.818604,1244.205138,-2.4511
