frame_idx,timestamp_s,tap_idx,range_m,magnitude,threshold,range_rate_m_s
483,0.909886,10,1.5,1057.866943,1047.098657,-5.9534
484,0.911812,10,1.5,2986.938965,2667.59543,1.2757
484,0.911812,10,1.5,1268.834229,1231.927382,4.1993
484,0.911812,10,1.5,1057.866943,1047.098657,-5.9534
485,0.917804,10,1.5,2986.938965,2667.59543,1.2757
485,0.917804,10,1.5,1268.834229,1231.927382,4.1993
485,0.917804,10,1.5,1057.866943,1047.098657,-5.9534
486,0.923796,10,1.5,2986.938965,2667.59543,1.2757
486,0.923796,10,1.5,1268.834229,1231.927382,4.1993
486,0.923796,10,1.5,1057.866943,1047.098657,-5.9534
487,0.929788,10,1.5,2986.938965,2667.59543,1.2757
487,0.929788,10,1.5,1268.834229,1231.927382,4.1993
487,0.929788,10,1.5,1057.866943,1047.098657,-5.9534
488,0.93578,10,1.5,2986.938965,2667.59543,1.2757
488,0.93578,10,1.5,1268.834229,1231.927382,4.1993
488,0.93578,10,1.5,1057.866943,1047.098657,-5.9534
489,0.937282,10,1.5,2986.938965,2667.59543,1.2757
489,0.937282,10,1.5,1268.834229,1231.927382,4.1993
489,0.937282,10,1.5,1057.866943,1047.098657,-5.9534
490,0.938785,10,1.5,2986.938965,2667.59543,1.2757
490,0.938785,10,1.5,1268.834229,1231.927382,4.1993
490,0.938785,10,1.5,1057.866943,1047.098657,-5.9534
491,0.940288,10,1.5,2986.938965,2667.59543,1.2757
491,0.940288,10,1.5,1268.834229,1231.927382,4.1993
491,0.940288,10,1.5,1057.866943,1047.098657,-5.9534
492,0.941791,10,1.5,2986.938965,2667.59543,1.2757
492,0.941791,10,1.5,1268.834229,1231.927382,4.1993
492,0.941791,10,1.5,1057.866943,1047.098657,-5.9534
493,0.943097,10,1.5,2986.938965,2667.59543,1.2757
493,0.943097,10,1.5,1268.834229,1231.927382,4.1993
493,0.943097,10,1.5,1057.866943,1047.098657,-5.9534
494,0.944403,10,1.5,2986.938965,2667.59543,1.2757
494,0.944403,10,1.5,1268.834229,1231.927382,4.1993
494,0.944403,10,1.5,1057.866943,1047.098657,-5.9534
495,0.945709,10,1.5,2986.938965,2667.59543,1.2757
495,0.945709,10,1.5,1268.834229,1231.927382,4.1993
495,0.945709,10,1.5,1057.866943,1047.098657,-5.9534
496,0.947015,10,1.5,2986.938965,2667.59543,1.2757
496,0.947015,10,1.5,1268.834229,1231.927382,4.1993
496,0.947015,10,1.5,1057.866943,1047.098657,-5.9534
497,0.969514,10,1.5,2986.938965,2667.59543,1.2757
497,0.969514,10,1.5,1268.834229,1231.927382,4.1993
497,0.969514,10,1.5,1057.866943,1047.098657,-5.9534
498,0.992014,10,1.5,2986.938965,2667.59543,1.2757
498,0.992014,10,1.5,1268.834229,1231.927382,4.1993
498,0.992014,10,1.5,1057.866943,1047.098657,-5.9534
499,1.014513,10,1.5,2986.938965,2667.59543,1.2757
499,1.014513,10,1.5,1268.834229,1231.927382,4.1993
499,1.014513,10,1.5,1057.866943,1047.098657,-5.9534
500,1.037013,10,1.5,2986.938965,2667.59543,1.2757
500,1.037013,10,1.5,1268.834229,1231.927382,4.1993
500,1.037013,10,1.5,1057.866943,1047.098657,-5.9534
501,1.039672,10,1.5,2986.938965,2667.59543,1.2757
501,1.039672,10,1.5,1268.834229,1231.927382,4.1993
501,1.039672,10,1.5,1057.866943,1047.098657,-5.9534
502,1.042332,10,1.5,2986.938965,2667.59543,1.2757
502,1.042332,10,1.5,1268.834229,1231.927382,4.1993
502,1.042332,10,1.5,1057.866943,1047.098657,-5.9534
503,1.044991,10,1.5,2986.938965,2667.59543,1.2757
503,1.044991,10,1.5,1268.834229,1231.927382,4.1993
503,1.044991,10,1.5,1057.866943,1047.098657,-5.9534
504,1.047651,10,1.5,2986.938965,2667.59543,1.2757
504,1.047651,10,1.5,1268.834229,1231.927382,4.1993
504,1.047651,10,1.5,1057.866943,1047.098657,-5.9534
505,1.04996,10,1.5,2986.938965,2667.59543,1.2757
505,1.04996,10,1.5,1268.834229,1231.927382,4.1993
505,1.04996,10,1.5,1057.866943,1047.098657,-5.9534
506,1.052269,10,1.5,2986.938965,2667.59543,1.2757
506,1.052269,10,1.5,1268.834229,1231.927382,4.1993
506,1.052269,10,1.5,1057.866943,1047.098657,-5.9534
507,1.054578,10,1.5,2986.938965,2667.59543,1.2757
507,1.054578,10,1.5,1268.834229,1231.927382,4.1993
507,1.054578,10,1.5,1057.866943,1047.098657,-5.9534
508,1.056887,10,1.5,2986.938965,2667.59543,1.2757
508,1.056887,10,1.5,1268.834229,1231.927382,4.1993
508,1.056887,10,1.5,1057.866943,1047.098657,-5.9534
509,1.05927,10,1.5,2986.938965,2667.59543,1.2757
509,1.05927,10,1.5,1268.834229,1231.927382,4.1993
509,1.05927,10,1.5,1057.866943,1047.098657,-5.9534
510,1.061652,10,1.5,2986.938965,2667.59543,1.2757
510,1.061652,10,1.5,1268.834229,1231.927382,4.1993
510,1.061652,10,1.5,1057.866943,1047.098657,-5.9534
511,1.064035,10,1.5,2986.938965,2667.59543,1.2757
511,1.064035,10,1.5,1268.834229,1231.927382,4.1993
511,1.064035,10,1.5,1057.866943,1047.098657,-5.9534
512,1.066418,10,1.5,11525.326172,11313.261034,-0.5316
512,1.066418,10,1.5,9855.817383,8671.076161,-0.6379
512,1.066418,10,1.5,6909.546875,4936.382326,0.691
512,1.066418,10,1.5,5312.020508,5302.370878,-1.0099
513,1.068702,10,1.5,11525.326172,11313.261034,-0.5316
